       p         nwds        bytes        nloop         RTT (s)
       0           66          528         1000    1.530539e-06
       0           68          544         1000    1.533605e-06
       0           70          560         1000    1.562636e-06
       0           72          576         1000    1.562227e-06
       0           74          592         1000    1.566388e-06
       0           76          608         1000    1.565019e-06
       0           78          624         1000    1.579669e-06
       0           80          640         1000    1.562892e-06
       0           82          656         1000    1.551790e-06
       0           84          672         1000    1.548118e-06
       0           86          688         1000    1.586480e-06
       0           88          704         1000    1.577832e-06
       0           90          720         1000    1.589313e-06
       0           92          736         1000    1.576838e-06
       0           94          752         1000    1.581807e-06
       0           96          768         1000    1.598752e-06
       0           98          784         1000    1.595440e-06
       0          100          800          980    1.576605e-06
       0          102          816          961    1.619105e-06
       0          104          832          943    1.607276e-06
       0          106          848          925    1.619611e-06
       0          108          864          909    1.600128e-06
       0          110          880          892    1.626970e-06
       0          112          896          877    1.627626e-06
       0          114          912          862    1.635794e-06
       0          116          928          847    1.632048e-06
       0          118          944          833    1.658127e-06
       0          120          960          819    1.670557e-06
       0          122          976          806    1.668520e-06
       0          124          992          793    1.665319e-06
       0          127         1016          775    1.675448e-06
       0          130         1040          757    1.729614e-06
       0          133         1064          740    1.730041e-06
       0          136         1088          724    1.729899e-06
       0          139         1112          709    1.743763e-06
       0          142         1136          694    1.739712e-06
       0          145         1160          680    1.747071e-06
       0          148         1184          666    1.757113e-06
       0          151         1208          653    1.757371e-06
       0          154         1232          641    1.761530e-06
       0          157         1256          628    1.791541e-06
       0          160         1280          617    1.813157e-06
       0          163         1304          606    1.801059e-06
       0          166         1328          595    1.809077e-06
       0          169         1352          584    1.807933e-06
       0          172         1376          574    1.809845e-06
       0          175         1400          564    1.838713e-06
       0          178         1424          555    1.840899e-06
       0          181         1448          546    1.863593e-06
       0          184         1472          537    1.864439e-06
       0          187         1496          529    1.858580e-06
       0          191         1528          518    1.883660e-06
       0          195         1560          507    1.884347e-06
       0          199         1592          497    1.894901e-06
       0          203         1624          487    1.902928e-06
       0          207         1656          478    1.948772e-06
       0          211         1688          469    1.945194e-06
       0          215         1720          460    1.937417e-06
       0          219         1752          452    1.927482e-06
       0          223         1784          444    1.963128e-06
       0          227         1816          436    1.956028e-06
       0          231         1848          429    1.975000e-06
       0          235         1880          421    1.974770e-06
       0          239         1912          414    2.019469e-06
       0          243         1944          408    2.006787e-06
       0          247         1976          401    2.031524e-06
       0          251         2008          395    2.019129e-06
       0          256         2048          387    2.042457e-06
       0          261         2088          380    2.050713e-06
       0          266         2128          373    2.062426e-06
       0          271         2168          366    2.071874e-06
       0          276         2208          359    2.066248e-06
       0          281         2248          353    2.080496e-06
       0          286         2288          347    2.100222e-06
       0          291         2328          341    2.134340e-06
       0          296         2368          335    2.164887e-06
       0          301         2408          330    2.142027e-06
       0          306         2448          324    2.145154e-06
       0          311         2488          319    2.169078e-06
       0          316         2528          314    2.179803e-06
       0          322         2576          308    2.195568e-06
       0          328         2624          303    2.212158e-06
       0          334         2672          297    2.212441e-06
       0          340         2720          292    2.246291e-06
       0          346         2768          287    2.268031e-06
       0          352         2816          282    2.308011e-06
       0          358         2864          277    2.293213e-06
       0          364         2912          273    2.311315e-06
       0          370         2960          268    2.333754e-06
       0          376         3008          264    2.353852e-06
       0          383         3064          259    2.386494e-06
       0          390         3120          255    2.400616e-06
       0          397         3176          250    2.366884e-06
       0          404         3232          246    2.437679e-06
       0          411         3288          242    2.446550e-06
       0          418         3344          238    2.440504e-06
       0          425         3400          234    2.500726e-06
       0          432         3456          230    2.494857e-06
       0          439         3512          226    2.534752e-06
       0          447         3576          222    2.563946e-06
       0          455         3640          218    2.568142e-06
       0          463         3704          215    2.609958e-06
       0          471         3768          211    2.610374e-06
       0          479         3832          207    2.659758e-06
       0          487         3896          204    2.638588e-06
       0          495         3960          201    2.665781e-06
       0          503         4024          198    2.659414e-06
       0          512         4096          194    2.710175e-06
       0          521         4168          191    2.731728e-06
       0          530         4240          187    2.765701e-06
       0          539         4312          184    2.760435e-06
       0          548         4384          181    2.785945e-06
       0          557         4456          178    2.764910e-06
       0          566         4528          176    2.810142e-06
       0          576         4608          173    2.861434e-06
       0          586         4688          170    2.819471e-06
       0          596         4768          167    2.890210e-06
       0          606         4848          164    2.843512e-06
       0          616         4928          161    2.917863e-06
       0          626         5008          159    2.929421e-06
       0          637         5096          156    2.942013e-06
       0          648         5184          153    2.993373e-06
       0          659         5272          151    3.054265e-06
       0          670         5360          148    2.988662e-06
       0          681         5448          146    3.113390e-06
       0          692         5536          144    3.032243e-06
       0          704         5632          141    3.118305e-06
       0          716         5728          139    3.083957e-06
       0          728         5824          136    3.141110e-06
       0          740         5920          134    3.106963e-06
       0          752         6016          132    3.187864e-06
       0          765         6120          130    3.120400e-06
       0          778         6224          128    3.223508e-06
       0          791         6328          126    3.193849e-06
       0          804         6432          124    3.224468e-06
       0          817         6536          122    3.257754e-06
       0          831         6648          120    3.278083e-06
       0          845         6760          118    3.295593e-06
       0          859         6872          116    3.308276e-06
       0          873         6984          114    3.368860e-06
       0          887         7096          112    3.358946e-06
       0          902         7216          110    3.364855e-06
       0          917         7336          108    3.440093e-06
       0          932         7456          107    3.419925e-06
       0          947         7576          105    3.478067e-06
       0          963         7704          103    3.500893e-06
       0          979         7832          101    3.519198e-06
       0          995         7960          100    3.546060e-06
       0         1011         8088           98    3.542592e-06
       0         1028         8224           97    4.071691e-06
       0         1045         8360           95    4.045147e-06
       0         1062         8496           93    4.094452e-06
       0         1080         8640           92    4.040554e-06
       0         1098         8784           90    4.056367e-06
       0         1116         8928           89    4.084303e-06
       0         1134         9072           88    4.089886e-06
       0         1153         9224           86    4.194151e-06
       0         1172         9376           85    4.142941e-06
       0         1191         9528           83    4.214964e-06
       0         1211         9688           82    4.165951e-06
       0         1231         9848           81    4.172358e-06
       0         1251        10008           79    4.198253e-06
       0         1272        10176           78    4.183949e-06
       0         1293        10344           77    4.241273e-06
       0         1314        10512           75    4.194747e-06
       0         1336        10688           74    4.203365e-06
       0         1358        10864           73    4.248507e-06
       0         1380        11040           72    4.224028e-06
       0         1403        11224           71    4.248563e-06
       0         1426        11408           70    5.765314e-06
       0         1449        11592           68    4.274574e-06
       0         1473        11784           67    4.357269e-06
       0         1497        11976           66    4.311742e-06
       0         1521        12168           65    4.329138e-06
       0         1546        12368           64    4.451906e-06
       0         1571        12568           63    4.358206e-06
       0         1597        12776           62    4.369032e-06
       0         1623        12984           61    4.452951e-06
       0         1649        13192           60    4.376917e-06
       0         1676        13408           59    4.415593e-06
       0         1703        13624           58    4.470655e-06
       0         1731        13848           57    4.424000e-06
       0         1759        14072           56    4.415625e-06
       0         1788        14304           55    4.502691e-06
       0         1817        14536           54    4.427074e-06
       0         1847        14776           54    4.468037e-06
       0         1877        15016           53    4.467585e-06
       0         1908        15264           52    4.464750e-06
       0         1939        15512           51    4.474157e-06
       0         1971        15768           50    4.488060e-06
       0         2003        16024           49    4.560449e-06
       0         2036        16288           49    4.501959e-06
       0         2069        16552           48    4.529083e-06
       0         2103        16824           47    4.696638e-06
       0         2137        17096           46    4.602739e-06
       0         2172        17376           45    4.607556e-06
       0         2207        17656           45    4.612689e-06
       0         2243        17944           44    4.686977e-06
       0         2279        18232           43    4.640581e-06
       0         2316        18528           43    4.658674e-06
       0         2354        18832           42    4.658095e-06
       0         2392        19136           41    4.724780e-06
       0         2431        19448           41    4.639951e-06
       0         2470        19760           40    4.756825e-06
       0         2510        20080           39    4.701462e-06
       0         2551        20408           39    4.721923e-06
       0         2592        20736           38    4.780737e-06
       0         2634        21072           37    4.770405e-06
       0         2677        21416           37    4.766892e-06
       0         2720        21760           36    4.796750e-06
       0         2764        22112           36    4.817194e-06
       0         2809        22472           35    4.893543e-06
       0         2854        22832           35    4.816400e-06
       0         2900        23200           34    4.812765e-06
       0         2947        23576           33    4.802545e-06
       0         2995        23960           33    4.832667e-06
       0         3043        24344           32    4.912469e-06
       0         3092        24736           32    4.980469e-06
       0         3142        25136           31    4.919548e-06
       0         3193        25544           31    4.926129e-06
       0         3245        25960           30    4.969700e-06
       0         3297        26376           30    4.965300e-06
       0         3350        26800           29    5.004793e-06
       0         3404        27232           29    5.011931e-06
       0         3459        27672           28    5.011071e-06
       0         3515        28120           28    5.043607e-06
       0         3572        28576           27    5.105778e-06
       0         3630        29040           27    5.072556e-06
       0         3689        29512           27    5.101815e-06
       0         3749        29992           26    5.113577e-06
       0         3810        30480           26    5.143885e-06
       0         3871        30968           25    5.320000e-06
       0         3933        31464           25    5.158880e-06
       0         3996        31968           25    5.181320e-06
       0         4060        32480           24    5.215417e-06
       0         4125        33000           24    5.380208e-06
       0         4192        33536           23    5.541826e-06
       0         4260        34080           23    5.426913e-06
       0         4329        34632           23    5.421739e-06
       0         4399        35192           22    5.482864e-06
       0         4470        35760           22    5.522818e-06
       0         4542        36336           22    5.662500e-06
       0         4615        36920           21    5.581048e-06
       0         4689        37512           21    5.604619e-06
       0         4765        38120           20    5.661750e-06
       0         4842        38736           20    5.690250e-06
       0         4920        39360           20    5.840000e-06
       0         4999        39992           20    5.713000e-06
       0         5080        40640           20    5.697450e-06
       0         5162        41296           20    5.770050e-06
       0         5245        41960           20    5.787350e-06
       0         5329        42632           20    5.950950e-06
       0         5415        43320           20    5.842250e-06
       0         5502        44016           20    5.846000e-06
       0         5591        44728           20    5.865750e-06
       0         5681        45448           20    5.932850e-06
       0         5772        46176           20    6.137850e-06
       0         5865        46920           20    5.996250e-06
       0         5959        47672           20    5.988050e-06
       0         6055        48440           20    6.042550e-06
       0         6152        49216           20    6.115900e-06
       0         6251        50008           20    6.293850e-06
       0         6352        50816           20    6.121200e-06
       0         6454        51632           20    6.165250e-06
       0         6558        52464           20    6.206350e-06
       0         6663        53304           20    6.242450e-06
       0         6770        54160           20    6.664350e-06
       0         6879        55032           20    6.287000e-06
       0         6990        55920           20    6.303250e-06
       0         7102        56816           20    6.356300e-06
       0         7216        57728           20    6.409850e-06
       0         7332        58656           20    6.451900e-06
       0         7450        59600           20    6.479100e-06
       0         7570        60560           20    6.483700e-06
       0         7692        61536           20    6.543950e-06
       0         7816        62528           20    6.810700e-06
       0         7942        63536           20    6.643450e-06
       0         8070        64560           20    6.672250e-06
       0         8200        65600           20    7.156600e-06
       0         8332        66656           20    7.235750e-06
       0         8466        67728           20    7.236800e-06
       0         8602        68816           20    7.269750e-06
       0         8740        69920           20    7.346550e-06
       0         8880        71040           20    7.402200e-06
       0         9023        72184           20    7.409850e-06
       0         9168        73344           20    7.467050e-06
       0         9315        74520           20    7.515800e-06
       0         9465        75720           20    7.536350e-06
       0         9617        76936           20    7.598750e-06
       0         9771        78168           20    7.675100e-06
       0         9928        79424           20    7.675250e-06
       0        10087        80696           20    7.768400e-06
       0        10249        81992           20    7.848700e-06
       0        10414        83312           20    7.857000e-06
       0        10581        84648           20    7.882350e-06
       0        10751        86008           20    7.974500e-06
       0        10924        87392           20    8.049550e-06
       0        11099        88792           20    8.075250e-06
       0        11277        90216           20    8.144650e-06
       0        11458        91664           20    8.206250e-06
       0        11642        93136           20    8.292050e-06
       0        11829        94632           20    8.306400e-06
       0        12019        96152           20    8.354550e-06
       0        12212        97696           20    8.458700e-06
       0        12408        99264           20    8.509250e-06
       0        12607       100856           20    8.556700e-06
       0        12809       102472           20    8.645300e-06
       0        13014       104112           20    8.688050e-06
       0        13223       105784           20    8.752950e-06
       0        13435       107480           20    8.826100e-06
       0        13650       109200           20    9.316800e-06
       0        13869       110952           20    8.929250e-06
       0        14091       112728           20    9.062500e-06
       0        14317       114536           20    9.120000e-06
       0        14547       116376           20    9.134050e-06
       0        14780       118240           20    9.235350e-06
       0        15017       120136           20    9.476350e-06
       0        15258       122064           20    9.378400e-06
       0        15503       124024           20    9.533450e-06
       0        15752       126016           20    9.578800e-06
       0        16005       128040           20    9.879450e-06
       0        16262       130096           20    9.736750e-06
       0        16523       132184           20    1.005920e-05
       0        16788       134304           20    9.967150e-06
       0        17057       136456           20    9.946400e-06
       0        17330       138640           20    1.004430e-05
       0        17608       140864           20    1.030805e-05
       0        17890       143120           20    1.039805e-05
       0        18177       145416           20    1.059790e-05
       0        18468       147744           20    1.097225e-05
       0        18764       150112           20    1.093245e-05
       0        19065       152520           20    1.108885e-05
       0        19371       154968           20    1.118155e-05
       0        19681       157448           20    1.130225e-05
       0        19996       159968           20    1.138120e-05
       0        20316       162528           20    1.145095e-05
       0        20642       165136           20    1.158735e-05
       0        20973       167784           20    1.198540e-05
       0        21309       170472           20    1.180565e-05
       0        21650       173200           20    1.186920e-05
       0        21997       175976           20    1.202045e-05
       0        22349       178792           20    1.214645e-05
       0        22707       181656           20    1.224285e-05
       0        23071       184568           20    1.237480e-05
       0        23441       187528           20    1.245375e-05
       0        23817       190536           20    1.256810e-05
       0        24199       193592           20    1.269545e-05
       0        24587       196696           20    1.303360e-05
       0        24981       199848           20    1.308955e-05
       0        25381       203048           20    1.328475e-05
       0        25788       206304           20    1.346955e-05
       0        26201       209608           20    1.360430e-05
       0        26621       212968           20    1.394225e-05
       0        27047       216376           20    1.393725e-05
       0        27480       219840           20    1.403280e-05
       0        27920       223360           20    1.424330e-05
       0        28367       226936           20    1.433870e-05
       0        28821       230568           20    1.465040e-05
       0        29283       234264           20    1.480320e-05
       0        29752       238016           20    1.479370e-05
       0        30229       241832           20    1.493720e-05
       0        30713       245704           20    1.509895e-05
       0        31205       249640           20    1.538550e-05
       0        31705       253640           20    1.537045e-05
       0        32213       257704           20    1.551210e-05
       0        32729       261832           20    1.570330e-05
       0        33253       266024           20    1.583505e-05
       0        33786       270288           20    1.603835e-05
       0        34327       274616           20    1.618890e-05
       0        34877       279016           20    1.633345e-05
       0        35436       283488           20    1.650175e-05
       0        36003       288024           20    1.672245e-05
       0        36580       292640           20    1.688210e-05
       0        37166       297328           20    1.708320e-05
       0        37761       302088           20    1.732250e-05
       0        38366       306928           20    1.743355e-05
       0        38980       311840           20    1.763830e-05
       0        39604       316832           20    1.783730e-05
       0        40238       321904           20    1.824960e-05
       0        40882       327056           20    1.825025e-05
       0        41537       332296           20    1.845935e-05
       0        42202       337616           20    1.884250e-05
       0        42878       343024           20    1.889015e-05
       0        43565       348520           20    1.910175e-05
       0        44263       354104           20    1.931905e-05
       0        44972       359776           20    1.959220e-05
       0        45692       365536           20    1.981310e-05
       0        46424       371392           20    2.000675e-05
       0        47167       377336           20    2.026830e-05
       0        47922       383376           20    2.049185e-05
       0        48689       389512           20    2.074685e-05
       0        49469       395752           20    2.099180e-05
       0        50261       402088           20    2.121880e-05
       0        51066       408528           20    2.147210e-05
       0        51884       415072           20    2.193155e-05
       0        52715       421720           20    2.200840e-05
       0        53559       428472           20    2.227230e-05
       0        54416       435328           20    2.257165e-05
       0        55287       442296           20    2.306000e-05
       0        56172       449376           20    2.343720e-05
       0        57071       456568           20    2.389540e-05
       0        57985       463880           20    2.407320e-05
       0        58913       471304           20    2.458810e-05
       0        59856       478848           20    2.485670e-05
       0        60814       486512           20    2.517995e-05
       0        61788       494304           20    2.543275e-05
       0        62777       502216           20    2.581985e-05
       0        63782       510256           20    2.609265e-05
       0        64803       518424           20    2.644965e-05
       0        65840       526720           20    2.668975e-05
       0        66894       535152           20    2.704950e-05
       0        67965       543720           20    2.739280e-05
       0        69053       552424           20    2.782165e-05
       0        70158       561264           20    2.809525e-05
       0        71281       570248           20    2.846965e-05
       0        72422       579376           20    2.882270e-05
       0        73581       588648           20    2.922620e-05
       0        74759       598072           20    2.957455e-05
       0        75956       607648           20    3.011090e-05
       0        77172       617376           20    3.047785e-05
       0        78407       627256           20    3.102560e-05
       0        79662       637296           20    3.120020e-05
       0        80937       647496           20    3.158875e-05
       0        82233       657864           20    3.211185e-05
       0        83549       668392           20    3.244970e-05
       0        84886       679088           20    3.288100e-05
       0        86245       689960           20    3.334340e-05
       0        87625       701000           20    3.377920e-05
       0        89028       712224           20    3.437195e-05
       0        90453       723624           20    3.466870e-05
       0        91901       735208           20    3.535600e-05
       0        93372       746976           20    3.566795e-05
       0        94866       758928           20    3.638320e-05
       0        96384       771072           20    3.648240e-05
       0        97927       783416           20    3.708415e-05
       0        99494       795952           20    3.753775e-05
       0       101086       808688           20    3.798490e-05
       1            1            8         1000    1.531965e-06
       1            2           16         1000    1.530445e-06
       1            3           24         1000    1.594970e-06
       1            4           32         1000    1.588899e-06
       1            5           40         1000    1.633169e-06
       1            6           48         1000    1.626281e-06
       1            7           56         1000    1.768823e-06
       1            8           64         1000    1.767623e-06
       1            9           72         1000    1.790118e-06
       1           10           80         1000    1.786608e-06
       1           11           88         1000    1.760139e-06
       1           12           96         1000    1.744205e-06
       1           13          104         1000    1.771098e-06
       1           14          112         1000    1.772503e-06
       1           15          120         1000    1.802754e-06
       1           16          128         1000    1.811727e-06
       1           17          136         1000    1.819086e-06
       1           18          144         1000    1.839540e-06
       1           19          152         1000    1.810977e-06
       1           20          160         1000    1.802501e-06
       1           21          168         1000    1.827990e-06
       1           22          176         1000    1.828452e-06
       1           23          184         1000    2.833816e-06
       1           24          192         1000    2.819040e-06
       1           25          200         1000    2.809740e-06
       1           26          208         1000    2.813803e-06
       1           27          216         1000    2.766298e-06
       1           28          224         1000    2.785991e-06
       1           29          232         1000    2.888847e-06
       1           30          240         1000    2.868205e-06
       1           31          248         1000    2.854238e-06
       1           32          256         1000    2.854436e-06
       1           33          264         1000    2.817197e-06
       1           34          272         1000    2.815606e-06
       1           35          280         1000    2.808800e-06
       1           36          288         1000    2.808650e-06
       1           37          296         1000    2.952571e-06
       1           38          304         1000    2.955476e-06
       1           39          312         1000    2.921070e-06
       1           40          320         1000    2.914952e-06
       1           41          328         1000    2.887886e-06
       1           42          336         1000    2.889380e-06
       1           43          344         1000    2.882556e-06
       1           44          352         1000    2.876434e-06
       1           45          360         1000    2.974252e-06
       1           46          368         1000    2.989473e-06
       1           47          376         1000    2.972649e-06
       1           48          384         1000    2.966999e-06
       1           49          392         1000    2.919917e-06
       1           50          400         1000    2.915220e-06
       1           51          408         1000    2.920939e-06
       1           52          416         1000    2.923801e-06
       1           53          424         1000    3.023885e-06
       1           54          432         1000    3.044082e-06
       1           55          440         1000    2.987845e-06
       1           56          448         1000    2.995836e-06
       1           57          456         1000    2.986811e-06
       1           58          464         1000    2.973686e-06
       1           59          472         1000    2.976090e-06
       1           60          480         1000    2.976795e-06
       1           61          488         1000    2.995214e-06
       1           62          496         1000    3.009261e-06
       1           64          512         1000    3.011479e-06
       1           66          528         1000    3.005025e-06
       1           68          544         1000    3.000939e-06
       1           70          560         1000    3.094255e-06
       1           72          576         1000    3.056822e-06
       1           74          592         1000    3.054317e-06
       1           76          608         1000    3.045976e-06
       1           78          624         1000    3.069779e-06
       1           80          640         1000    3.062679e-06
       1           82          656         1000    3.055351e-06
       1           84          672         1000    3.056724e-06
       1           86          688         1000    3.106196e-06
       1           88          704         1000    3.109366e-06
       1           90          720         1000    3.099708e-06
       1           92          736         1000    3.082399e-06
       1           94          752         1000    3.102765e-06
       1           96          768         1000    3.123967e-06
       1           98          784         1000    3.103509e-06
       1          100          800          980    3.100570e-06
       1          102          816          961    3.162916e-06
       1          104          832          943    3.196817e-06
       1          106          848          925    3.161432e-06
       1          108          864          909    3.147396e-06
       1          110          880          892    3.194422e-06
       1          112          896          877    3.199564e-06
       1          114          912          862    3.192122e-06
       1          116          928          847    3.196647e-06
       1          118          944          833    3.238599e-06
       1          120          960          819    3.271051e-06
       1          122          976          806    3.256200e-06
       1          124          992          793    3.249960e-06
       1          127         1016          775    3.280244e-06
       1          130         1040          757    3.367122e-06
       1          133         1064          740    3.401235e-06
       1          136         1088          724    3.401011e-06
       1          139         1112          709    3.381513e-06
       1          142         1136          694    3.403406e-06
       1          145         1160          680    3.424169e-06
       1          148         1184          666    3.424952e-06
       1          151         1208          653    3.470074e-06
       1          154         1232          641    3.461148e-06
       1          157         1256          628    3.463618e-06
       1          160         1280          617    3.491146e-06
       1          163         1304          606    3.503754e-06
       1          166         1328          595    3.535274e-06
       1          169         1352          584    3.528950e-06
       1          172         1376          574    3.555408e-06
       1          175         1400          564    3.588371e-06
       1          178         1424          555    3.589387e-06
       1          181         1448          546    3.629397e-06
       1          184         1472          537    3.643747e-06
       1          187         1496          529    3.637093e-06
       1          191         1528          518    3.670178e-06
       1          195         1560          507    3.693576e-06
       1          199         1592          497    3.706103e-06
       1          203         1624          487    3.692107e-06
       1          207         1656          478    3.756494e-06
       1          211         1688          469    3.813486e-06
       1          215         1720          460    3.767441e-06
       1          219         1752          452    3.781704e-06
       1          223         1784          444    3.784261e-06
       1          227         1816          436    3.818096e-06
       1          231         1848          429    3.859839e-06
       1          235         1880          421    3.837494e-06
       1          239         1912          414    3.892217e-06
       1          243         1944          408    3.925439e-06
       1          247         1976          401    4.011808e-06
       1          251         2008          395    3.936813e-06
       1          256         2048          387    4.002646e-06
       1          261         2088          380    3.968897e-06
       1          266         2128          373    3.993434e-06
       1          271         2168          366    4.053754e-06
       1          276         2208          359    4.038318e-06
       1          281         2248          353    4.059986e-06
       1          286         2288          347    4.070063e-06
       1          291         2328          341    4.131818e-06
       1          296         2368          335    4.191681e-06
       1          301         2408          330    4.164776e-06
       1          306         2448          324    4.224373e-06
       1          311         2488          319    4.242740e-06
       1          316         2528          314    4.197828e-06
       1          322         2576          308    4.300380e-06
       1          328         2624          303    4.335670e-06
       1          334         2672          297    4.328300e-06
       1          340         2720          292    4.377668e-06
       1          346         2768          287    4.416373e-06
       1          352         2816          282    4.446004e-06
       1          358         2864          277    4.487585e-06
       1          364         2912          273    4.497440e-06
       1          370         2960          268    4.542463e-06
       1          376         3008          264    4.597155e-06
       1          383         3064          259    4.631274e-06
       1          390         3120          255    4.665161e-06
       1          397         3176          250    4.676708e-06
       1          404         3232          246    4.709720e-06
       1          411         3288          242    4.773880e-06
       1          418         3344          238    4.785319e-06
       1          425         3400          234    4.826184e-06
       1          432         3456          230    4.957478e-06
       1          439         3512          226    4.919739e-06
       1          447         3576          222    4.993635e-06
       1          455         3640          218    4.943216e-06
       1          463         3704          215    5.056958e-06
       1          471         3768          211    5.052716e-06
       1          479         3832          207    5.141850e-06
       1          487         3896          204    5.138088e-06
       1          495         3960          201    5.228463e-06
       1          503         4024          198    5.215753e-06
       1          512         4096          194    5.354541e-06
       1          521         4168          191    5.323869e-06
       1          530         4240          187    5.380775e-06
       1          539         4312          184    5.365587e-06
       1          548         4384          181    5.435398e-06
       1          557         4456          178    5.418270e-06
       1          566         4528          176    5.565437e-06
       1          576         4608          173    5.624503e-06
       1          586         4688          170    5.618353e-06
       1          596         4768          167    5.616659e-06
       1          606         4848          164    5.556421e-06
       1          616         4928          161    5.701584e-06
       1          626         5008          159    5.754182e-06
       1          637         5096          156    5.675667e-06
       1          648         5184          153    5.777549e-06
       1          659         5272          151    5.849940e-06
       1          670         5360          148    5.782345e-06
       1          681         5448          146    5.940527e-06
       1          692         5536          144    5.955889e-06
       1          704         5632          141    6.014652e-06
       1          716         5728          139    6.129993e-06
       1          728         5824          136    6.158147e-06
       1          740         5920          134    6.234269e-06
       1          752         6016          132    6.254568e-06
       1          765         6120          130    6.186000e-06
       1          778         6224          128    6.298742e-06
       1          791         6328          126    6.339389e-06
       1          804         6432          124    6.402774e-06
       1          817         6536          122    6.408549e-06
       1          831         6648          120    6.493450e-06
       1          845         6760          118    6.403754e-06
       1          859         6872          116    6.529250e-06
       1          873         6984          114    6.613386e-06
