       p         nwds        bytes        nloop         RTT (s)
       1          199         1592          497    7.046606e-06
       1          203         1624          487    7.005735e-06
       1          207         1656          478    7.065205e-06
       1          211         1688          469    7.061887e-06
       1          215         1720          460    7.115372e-06
       1          219         1752          452    7.148303e-06
       1          223         1784          444    7.159919e-06
       1          227         1816          436    7.217073e-06
       1          231         1848          429    7.278364e-06
       1          235         1880          421    7.319432e-06
       1          239         1912          414    7.396969e-06
       1          243         1944          408    7.450547e-06
       1          247         1976          401    7.501803e-06
       1          251         2008          395    7.518180e-06
       1          256         2048          387    7.380098e-06
       1          261         2088          380    7.689739e-06
       1          266         2128          373    7.651670e-06
       1          271         2168          366    7.609380e-06
       1          276         2208          359    7.745919e-06
       1          281         2248          353    7.870258e-06
       1          286         2288          347    7.974925e-06
       1          291         2328          341    7.956974e-06
       1          296         2368          335    8.041200e-06
       1          301         2408          330    8.045785e-06
       1          306         2448          324    8.130648e-06
       1          311         2488          319    8.068107e-06
       1          316         2528          314    8.184455e-06
       1          322         2576          308    8.176987e-06
       1          328         2624          303    8.197545e-06
       1          334         2672          297    8.198869e-06
       1          340         2720          292    8.281103e-06
       1          346         2768          287    8.412564e-06
       1          352         2816          282    8.391791e-06
       1          358         2864          277    8.537913e-06
       1          364         2912          273    8.558271e-06
       1          370         2960          268    8.580705e-06
       1          376         3008          264    8.618576e-06
       1          383         3064          259    8.751880e-06
       1          390         3120          255    8.681639e-06
       1          397         3176          250    8.867296e-06
       1          404         3232          246    8.927211e-06
       1          411         3288          242    8.890785e-06
       1          418         3344          238    9.060882e-06
       1          425         3400          234    9.148376e-06
       1          432         3456          230    9.162291e-06
       1          439         3512          226    9.247633e-06
       1          447         3576          222    9.323050e-06
       1          455         3640          218    9.322321e-06
       1          463         3704          215    9.511116e-06
       1          471         3768          211    9.743033e-06
       1          479         3832          207    9.637565e-06
       1          487         3896          204    9.720897e-06
       1          495         3960          201    9.839318e-06
       1          503         4024          198    9.865338e-06
       1          512         4096          194    9.949144e-06
       1          521         4168          191    1.016091e-05
       1          530         4240          187    1.013882e-05
       1          539         4312          184    1.026776e-05
       1          548         4384          181    1.198510e-05
       1          557         4456          178    1.035466e-05
       1          566         4528          176    1.046373e-05
       1          576         4608          173    1.053075e-05
       1          586         4688          170    1.052164e-05
       1          596         4768          167    1.068778e-05
       1          606         4848          164    1.075079e-05
       1          616         4928          161    1.108870e-05
       1          626         5008          159    1.097419e-05
       1          637         5096          156    1.093674e-05
       1          648         5184          153    1.107280e-05
       1          659         5272          151    1.119518e-05
